target_concept_id,target_concept_name,comparator_concept_id,comparator_concept_name,outcome_concept_id,outcome_concept_name,target_subject_count,comparator_subject_count,target_outcome_count,comparator_outcome_count,median_prior_observation_days,total_outcome_count,feasible,feasibility_reason
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4027663,Peptic ulcer,2206,397,0,0,5012,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4283893,Sinusitis,1968,396,5,1,1806,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,257012,Chronic sinusitis,1958,392,1,1,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,1584,390,2,2,1050,4,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",28060,Streptococcal sore throat,390,716,0,0,8106,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,28060,Streptococcal sore throat,389,736,0,1,7141,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,372328,Otitis media,461,388,5,6,1292,11,FALSE,Failed engineering threshold(s): minimum_total_outcomes
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,378001,Concussion with no loss of consciousness,1958,388,2,1,1806,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",28060,Streptococcal sore throat,1635,386,6,0,1184,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,28060,Streptococcal sore throat,1480,381,1,1,3331,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,81151,Sprain of ankle,380,1076,0,1,3325,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4294548,Acute bacterial sinusitis,1961,378,1,1,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,19059056,Aspirin 81 MG Oral Tablet,81151,Sprain of ankle,371,1657,1,2,1230,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,372328,Otitis media,634,370,2,6,1921,8,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4112343,Acute viral pharyngitis,1276,368,9,0,809,9,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,80180,Osteoarthritis,1537,367,1,1,5833,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213306,"hepatitis B vaccine, adult dosage",28060,Streptococcal sore throat,367,862,0,0,8225,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4027663,Peptic ulcer,2140,365,0,0,1806,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",81151,Sprain of ankle,1417,364,0,0,7141,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,260139,Acute bronchitis,361,1381,2,4,869.5,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,80180,Osteoarthritis,361,1237,1,0,3337.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4294548,Acute bacterial sinusitis,2069,361,1,0,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",372328,Otitis media,560,360,5,0,4499.5,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,40481087,Viral sinusitis,1135,358,9,2,750,11,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4283893,Sinusitis,2078,358,5,0,1806,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",372328,Otitis media,357,463,6,0,8113,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",257012,Chronic sinusitis,2067,357,1,0,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",378001,Concussion with no loss of consciousness,2065,355,2,0,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4294548,Acute bacterial sinusitis,2092,352,0,0,4953.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",372328,Otitis media,351,718,2,11,1806,13,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",257012,Chronic sinusitis,2081,351,2,0,4952,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",28060,Streptococcal sore throat,350,955,0,0,11753,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",40481087,Viral sinusitis,349,1117,2,16,1805,18,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,4112343,Acute viral pharyngitis,346,1321,2,10,840,12,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",378001,Concussion with no loss of consciousness,2047,346,2,0,4861,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",81151,Sprain of ankle,345,1300,0,0,11459,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4283893,Sinusitis,2084,344,0,0,4915.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,19059056,Aspirin 81 MG Oral Tablet,4027663,Peptic ulcer,342,1891,0,0,1300,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,28060,Streptococcal sore throat,340,1134,0,1,6742,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,1862,339,2,1,1806,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,81151,Sprain of ankle,1202,339,0,0,1560,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",80180,Osteoarthritis,658,337,1,6,11406,7,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213306,"hepatitis B vaccine, adult dosage",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,334,336,1,0,8099,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",260139,Acute bronchitis,333,1481,2,5,1806,7,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4112343,Acute viral pharyngitis,333,1331,0,6,1806,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1127078,Acetaminophen 160 MG Oral Tablet,372328,Otitis media,328,357,0,6,4085,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4112343,Acute viral pharyngitis,624,328,0,3,2040.5,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,437,328,0,0,8393,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4112343,Acute viral pharyngitis,582,324,3,2,2391,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,80180,Osteoarthritis,2028,323,0,0,1806,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",372328,Otitis media,322,735,5,10,1805,15,FALSE,Failed engineering threshold(s): minimum_total_outcomes
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4027663,Peptic ulcer,2258,322,0,0,4981.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4294548,Acute bacterial sinusitis,2137,320,0,0,4978,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",28060,Streptococcal sore throat,1218,319,2,0,1543,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,372328,Otitis media,318,506,6,1,2462.5,7,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,333,318,5,0,2401,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",257012,Chronic sinusitis,2127,316,2,0,4971,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",378001,Concussion with no loss of consciousness,2087,316,2,0,4879,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",372328,Otitis media,519,314,2,0,8092,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",28060,Streptococcal sore throat,1218,313,2,0,1530,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",28060,Streptococcal sore throat,1172,313,1,0,6845,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4283893,Sinusitis,2130,312,0,0,4939,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",28060,Streptococcal sore throat,1642,309,6,0,1110,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",28060,Streptococcal sore throat,309,981,0,0,11403,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,1127433,Acetaminophen 325 MG Oral Tablet,372328,Otitis media,305,677,6,2,2310,8,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",372328,Otitis media,553,305,5,1,3512,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",80180,Osteoarthritis,2262,305,1,0,4971,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,372328,Otitis media,304,401,6,6,1410,12,FALSE,Failed engineering threshold(s): minimum_total_outcomes
19059056,Aspirin 81 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,28060,Streptococcal sore throat,1572,304,5,1,989,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,4027663,Peptic ulcer,1886,304,0,0,1254.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4112343,Acute viral pharyngitis,302,1365,3,6,1806,9,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213296,"hepatitis A vaccine, adult dosage",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,80180,Osteoarthritis,300,1041,6,1,7951,7,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,260139,Acute bronchitis,300,702,1,4,4439,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,372328,Otitis media,673,300,2,2,2490,4,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,4283893,Sinusitis,1834,300,0,0,1200,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,4294548,Acute bacterial sinusitis,1840,300,0,0,1229.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,372328,Otitis media,299,490,6,5,1350,11,FALSE,Failed engineering threshold(s): minimum_total_outcomes
1118084,celecoxib,40213160,"poliovirus vaccine, inactivated",257012,Chronic sinusitis,298,2067,0,1,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213160,"poliovirus vaccine, inactivated",4283893,Sinusitis,297,2078,0,5,1806,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,296,363,0,0,12190,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,28060,Streptococcal sore throat,1218,294,2,0,1516,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,378001,Concussion with no loss of consciousness,1816,292,1,1,1175.5,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213160,"poliovirus vaccine, inactivated",4294548,Acute bacterial sinusitis,292,2069,0,1,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,257012,Chronic sinusitis,1838,290,3,0,1195,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",81151,Sprain of ankle,1794,289,2,0,4591,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,19133873,Penicillin V Potassium 250 MG Oral Tablet,372328,Otitis media,288,472,0,6,3874,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",260139,Acute bronchitis,413,288,1,0,8036,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",372328,Otitis media,357,285,6,0,3697,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213160,"poliovirus vaccine, inactivated",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,28060,Streptococcal sore throat,1722,285,5,1,1806,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213160,"poliovirus vaccine, inactivated",378001,Concussion with no loss of consciousness,285,2065,0,2,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,81151,Sprain of ankle,1391,284,0,0,6035,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213296,"hepatitis A vaccine, adult dosage",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,283,385,0,0,13889,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",372328,Otitis media,518,282,2,1,7686,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,19059056,Aspirin 81 MG Oral Tablet,28060,Streptococcal sore throat,276,1639,0,6,1080,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",372328,Otitis media,357,275,6,1,3630,7,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,440,275,6,0,2056,6,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,372328,Otitis media,511,274,2,0,4291,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,260139,Acute bronchitis,271,821,1,10,2866.5,11,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",260139,Acute bronchitis,713,270,4,0,4410,4,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213296,"hepatitis A vaccine, adult dosage",40213306,"hepatitis B vaccine, adult dosage",257012,Chronic sinusitis,269,1338,1,1,8154,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213296,"hepatitis A vaccine, adult dosage",40213306,"hepatitis B vaccine, adult dosage",4294548,Acute bacterial sinusitis,269,1366,0,0,8155,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",81151,Sprain of ankle,1830,266,2,0,4614.5,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213296,"hepatitis A vaccine, adult dosage",40213306,"hepatitis B vaccine, adult dosage",4283893,Sinusitis,266,1344,0,0,8154,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4112343,Acute viral pharyngitis,953,265,9,0,2266,9,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",80180,Osteoarthritis,1241,265,0,4,3070,4,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4112343,Acute viral pharyngitis,1015,263,6,2,1092,8,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19078461,Ibuprofen 200 MG Oral Tablet,28060,Streptococcal sore throat,1142,262,1,0,5631,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
